Date,TSM,NVDA,MU,Gold,Silver,Platinium,Paladium,Copper
2010-01-04,7.298708915710449,0.42383021116256714,10.597220420837402,1117.699951171875,17.440000534057617,1517.300048828125,419.79998779296875,3.388000011444092
2010-01-05,7.267192840576172,0.43001919984817505,10.909765243530273,1118.0999755859375,17.7810001373291,1530.800048828125,420.3500061035156,3.3959999084472656
2010-01-06,7.2419819831848145,0.4327700138092041,10.958600997924805,1135.9000244140625,18.163000106811523,1552.199951171875,425.6000061035156,3.4774999618530273
2010-01-07,7.002472877502441,0.42428869009017944,10.587451934814453,1133.0999755859375,18.33300018310547,1553.0,422.95001220703125,3.4114999771118164
2010-01-08,6.996170997619629,0.42520561814308167,10.841397285461426,1138.199951171875,18.45800018310547,1564.5999755859375,424.1499938964844,3.388000011444092
2010-01-11,6.958354473114014,0.4192459285259247,10.6460542678833,1150.699951171875,18.683000564575195,1588.300048828125,430.95001220703125,3.428499937057495
2010-01-12,6.744056701660156,0.4050341248512268,10.020963668823242,1128.9000244140625,18.243000030517578,1573.9000244140625,424.79998779296875,3.3375000953674316
2010-01-13,6.920536518096924,0.41053542494773865,10.216304779052734,1136.4000244140625,18.538000106811523,1570.199951171875,423.95001220703125,3.387500047683716
2010-01-14,6.851203918457031,0.404117226600647,10.480013847351074,1142.5999755859375,18.64299964904785,1600.0999755859375,442.79998779296875,3.375999927520752
2010-01-15,6.681028366088867,0.39219775795936584,9.89399528503418,1130.0999755859375,18.410999298095703,1591.4000244140625,447.5,3.3550000190734863
2010-01-19,6.907930850982666,0.3995327651500702,10.040498733520508,1139.699951171875,18.784000396728516,1635.0999755859375,461.70001220703125,3.437000036239624
2010-01-20,6.807085037231445,0.3979283273220062,9.74748706817627,1112.300048828125,17.865999221801758,1611.0999755859375,461.79998779296875,3.3459999561309814
2010-01-21,6.674726486206055,0.39082252979278564,9.57168197631836,1102.699951171875,17.496000289916992,1587.0999755859375,453.70001220703125,3.2850000858306885
2010-01-22,6.359581470489502,0.37729835510253906,8.917291641235352,1089.199951171875,16.917999267578125,1536.4000244140625,439.8500061035156,3.3385000228881836
2010-01-25,6.397397518157959,0.3837166130542755,9.112632751464844,1095.199951171875,17.131000518798828,1540.5,439.75,3.384000062942505
2010-01-26,6.302855491638184,0.3715677857398987,9.22006893157959,1097.9000244140625,16.84600067138672,1522.199951171875,427.29998779296875,3.3289999961853027
2010-01-27,6.296552658081055,0.38165345788002014,9.493545532226562,1084.4000244140625,16.42799949645996,1486.0999755859375,416.5,3.2144999504089355
2010-01-28,6.334371566772461,0.36881718039512634,9.181001663208008,1083.5999755859375,16.20199966430664,1489.199951171875,,3.0899999141693115
2010-01-29,6.403702259063721,0.35277172923088074,8.516843795776367,1083.0,16.183000564575195,1501.300048828125,,3.0460000038146973
2010-02-01,6.353278636932373,0.3798198997974396,8.956360816955566,1104.300048828125,16.652999877929688,1534.5999755859375,,3.0785000324249268
2010-02-02,6.277646541595459,0.3837166130542755,9.132166862487793,1117.4000244140625,16.736000061035156,1574.5,,3.0850000381469727
2010-02-03,6.340672016143799,0.386925607919693,8.809855461120605,1111.4000244140625,16.309999465942383,1571.9000244140625,,2.9679999351501465
2010-02-04,6.101166248321533,0.3644619286060333,8.409406661987305,1062.4000244140625,15.343000411987305,1511.5,,2.875499963760376
2010-02-05,6.025530815124512,0.3717971444129944,8.497308731079102,1052.199951171875,14.822999954223633,1471.300048828125,,2.8540000915527344
2010-02-08,6.057044506072998,0.3711094260215759,8.70241641998291,1065.699951171875,15.07800006866455,1477.199951171875,,2.9094998836517334
2010-02-09,6.050741672515869,0.36812952160835266,8.868457794189453,1076.699951171875,15.430999755859375,1498.5999755859375,,2.9835000038146973
2010-02-10,6.113770961761475,0.37523534893989563,8.341036796569824,1075.800048828125,15.302000045776367,1509.0999755859375,,2.9860000610351562
2010-02-11,6.23352575302124,0.3924269676208496,8.331267356872559,1094.199951171875,15.592000007629395,1515.5,,3.129499912261963
2010-02-12,6.1200737953186035,0.3976990878582001,8.243367195129395,1089.5,15.449000358581543,1507.300048828125,,3.0789999961853027
2010-02-16,6.246129989624023,0.4050341248512268,8.42894172668457,1119.300048828125,16.149999618530273,1533.9000244140625,,3.2184998989105225
2010-02-17,6.315462112426758,0.40893086791038513,8.526610374450684,1119.5,16.097999572753906,1533.300048828125,,3.2385001182556152
2010-02-18,6.340672016143799,0.38211214542388916,8.555912017822266,1118.0,16.059999465942383,1515.800048828125,,3.2850000858306885
2010-02-19,6.315462112426758,0.38004910945892334,8.692649841308594,1121.300048828125,16.413000106811523,1539.800048828125,,3.3570001125335693
2010-02-22,6.302855491638184,0.38073664903640747,8.731718063354492,1112.5999755859375,16.222000122070312,1528.0999755859375,442.1000061035156,3.30649995803833
2010-02-23,6.208314418792725,0.3715677857398987,8.409406661987305,1102.699951171875,15.887999534606934,1506.300048828125,434.0,3.2139999866485596
2010-02-24,6.189404487609863,0.3793613016605377,8.878222465515137,1096.5,15.9399995803833,1503.5,422.70001220703125,3.2355000972747803
2010-02-25,6.145285606384277,0.3759230375289917,8.858689308166504,1107.800048828125,16.110000610351562,1529.300048828125,423.29998779296875,3.192500114440918
2010-02-26,6.145285606384277,0.3713386058807373,8.848922729492188,1118.300048828125,16.5,1538.0,432.3999938964844,3.2685000896453857
2010-03-01,6.2713422775268555,0.386238157749176,9.542383193969727,1117.800048828125,16.448999404907227,1542.0999755859375,436.5,3.3329999446868896
2010-03-02,6.2713422775268555,0.3860086500644684,9.347040176391602,1136.9000244140625,17.04400062561035,1574.0999755859375,443.45001220703125,3.3954999446868896
2010-03-03,6.214616775512695,0.38119521737098694,9.229835510253906,1142.699951171875,17.30900001525879,1581.5999755859375,449.5,3.4189999103546143
2010-03-04,6.220919132232666,0.3818828761577606,9.190770149230957,1132.5999755859375,17.1560001373291,1581.699951171875,461.75,3.3605000972747803
2010-03-05,6.384793281555176,0.39357301592826843,9.239602088928223,1134.800048828125,17.36199951171875,1577.199951171875,475.3999938964844,3.4024999141693115
2010-03-08,6.447822093963623,0.3878425359725952,9.366575241088867,1123.5999755859375,17.25200080871582,1598.199951171875,470.3500061035156,3.3965001106262207
2010-03-09,6.460428237915039,0.4022834300994873,9.190770149230957,1122.0,17.31800079345703,1595.0,468.29998779296875,3.3980000019073486
2010-03-10,6.517153263092041,0.4032003581523895,9.640053749084473,1107.800048828125,16.993999481201172,1588.300048828125,463.75,3.3550000190734863
2010-03-11,6.617998123168945,0.39403149485588074,9.57168197631836,1108.0,17.13599967956543,1610.800048828125,460.1499938964844,3.365999937057495
2010-03-12,6.51085090637207,0.3954068720340729,9.737722396850586,1101.5,17.02400016784668,1606.5,462.25,3.369499921798706
2010-03-15,6.391097068786621,0.39334380626678467,9.503313064575195,1105.0999755859375,17.08300018310547,1613.9000244140625,459.6499938964844,3.306999921798706
2010-03-16,6.48563814163208,0.407097190618515,9.972129821777344,1122.199951171875,17.33300018310547,1628.800048828125,471.3999938964844,3.3570001125335693
2010-03-17,6.5675764083862305,0.41489067673683167,10.157703399658203,1124.0,17.50200080871582,1633.699951171875,478.0,3.4100000858306885
2010-03-18,6.517153263092041,0.4002206325531006,9.923294067382812,1127.4000244140625,17.406999588012695,1629.5,477.8999938964844,3.387500047683716
2010-03-19,6.359581470489502,0.3954068720340729,9.718186378479004,1107.4000244140625,17.017000198364258,1607.0999755859375,467.54998779296875,3.364500045776367
2010-03-22,6.4163079261779785,0.40182507038116455,10.089333534240723,1099.300048828125,16.920000076293945,1599.800048828125,459.5,3.372499942779541
2010-03-23,6.473034858703613,0.41007694602012634,10.294442176818848,1103.5,17.011999130249023,1607.800048828125,463.6499938964844,3.369499921798706
2010-03-24,6.51085090637207,0.39632368087768555,10.187005996704102,1088.5999755859375,16.625999450683594,1587.4000244140625,453.0,3.3364999294281006
2010-03-25,6.5675764083862305,0.39746978878974915,10.138169288635254,1092.699951171875,16.726999282836914,1605.9000244140625,451.75,3.371000051498413
2010-03-26,6.529758930206299,0.39746978878974915,10.245606422424316,1104.199951171875,16.893999099731445,1595.5,454.70001220703125,3.3929998874664307
2010-03-29,6.6432108879089355,0.40251269936561584,10.382344245910645,1110.300048828125,17.37299919128418,1627.4000244140625,473.20001220703125,3.5295000076293945
2010-03-30,6.649514198303223,0.404117226600647,10.538616180419922,1104.5,17.31599998474121,1618.0999755859375,468.54998779296875,3.555000066757202
2010-03-31,6.611695766448975,0.3988451659679413,10.128402709960938,1113.300048828125,17.511999130249023,1639.800048828125,478.1499938964844,3.5460000038146973
2010-04-01,6.681028366088867,0.3947191834449768,9.933062553405762,1125.0999755859375,17.875999450683594,1669.800048828125,489.54998779296875,3.5769999027252197
2010-04-05,6.762967109680176,0.4006788432598114,10.353043556213379,1132.9000244140625,18.104000091552734,1703.800048828125,506.20001220703125,3.625999927520752
2010-04-06,6.825992584228516,0.39082252979278564,9.99166488647461,1135.0999755859375,17.91699981689453,1698.5,506.70001220703125,3.609499931335449
2010-04-07,6.838598728179932,0.39334380626678467,10.31397533416748,1152.300048828125,18.184999465942383,1717.199951171875,511.3500061035156,3.5920000076293945
2010-04-08,6.693634033203125,0.386925607919693,10.333510398864746,1152.199951171875,18.115999221801758,1711.0999755859375,502.5,3.5810000896453857
2010-04-09,6.693634033203125,0.38944724202156067,10.480013847351074,1161.0999755859375,18.34000015258789,1722.199951171875,512.5999755859375,3.5845000743865967
2010-04-12,6.674726486206055,0.39655300974845886,10.56791877746582,1161.5999755859375,18.402999877929688,1735.300048828125,523.1500244140625,3.559499979019165
2010-04-13,6.725147247314453,0.4048050045967102,10.509318351745605,1152.800048828125,18.238000869750977,1711.800048828125,520.7999877929688,3.5954999923706055
2010-04-14,7.090712070465088,0.40984779596328735,11.036737442016602,1159.0,18.40399932861328,1730.199951171875,547.5,3.6054999828338623
2010-04-15,7.015078544616699,0.41282761096954346,10.919533729553223,1159.699951171875,18.423999786376953,1722.300048828125,545.4000244140625,3.5964999198913574
2010-04-16,6.838598728179932,0.39105159044265747,10.665590286254883,1136.300048828125,17.66900062561035,1690.800048828125,531.3499755859375,3.5114998817443848
